pair1,pair2,list,subject,trial_study,trial_test,tType_study,tType_test,gonogo_answer
39,18,8,5,96,93,CFS,CFS,go
66,95,8,5,87,87,Not Studied,Binocular,go
145,15,8,5,93,90,Binocular,Not Studied,nogo
29,86,8,5,92,85,Not Studied,Binocular,nogo
156,150,8,5,94,94,CFS,CFS,go
68,73,8,5,88,92,CFS,Not Studied,go
23,53,8,5,91,91,Not Studied,Binocular,go
115,118,8,5,85,96,Binocular,Binocular,go
2,187,9,5,103,107,Binocular,Not Studied,go
57,90,9,5,105,101,CFS,CFS,go
179,177,9,5,98,99,Binocular,Binocular,go
126,167,9,5,101,100,Not Studied,Not Studied,go
112,37,9,5,107,105,CFS,CFS,go
33,157,9,5,97,106,Not Studied,CFS,go
100,124,9,5,106,102,Binocular,Not Studied,nogo
3,6,9,5,99,98,Not Studied,CFS,nogo
176,154,9,5,102,103,CFS,Binocular,go
6,3,9,5,108,108,CFS,Binocular,go
28,137,9,5,104,104,Not Studied,Not Studied,go
131,174,9,5,100,97,Binocular,Binocular,nogo
118,115,10,5,115,117,Binocular,CFS,go
34,4,10,5,117,110,CFS,CFS,nogo
146,147,10,5,112,119,Binocular,Not Studied,go
60,191,10,5,113,114,Not Studied,Not Studied,nogo
19,189,10,5,110,118,CFS,CFS,go
14,139,10,5,109,109,Not Studied,Binocular,nogo
102,110,10,5,119,116,Binocular,Not Studied,go
30,69,10,5,118,115,Not Studied,Binocular,go
88,40,10,5,120,120,CFS,Binocular,go
15,145,10,5,111,112,CFS,Not Studied,go
18,39,10,5,114,113,Not Studied,CFS,go
183,185,10,5,116,111,Binocular,Binocular,go
153,8,1,6,1,11,CFS,Binocular,go
50,80,1,6,10,5,Not Studied,Not Studied,go
61,121,1,6,4,7,CFS,CFS,go
32,122,1,6,11,9,Binocular,Not Studied,go
53,23,1,6,5,8,Not Studied,Binocular,nogo
143,128,1,6,9,3,Binocular,CFS,go
141,155,1,6,8,10,CFS,Not Studied,nogo
184,181,1,6,6,2,Binocular,Not Studied,go
172,170,1,6,12,12,Not Studied,CFS,nogo
56,99,1,6,3,1,Not Studied,CFS,go
8,153,1,6,7,4,Binocular,Binocular,go
85,25,1,6,2,6,CFS,Binocular,go
4,34,2,6,15,22,CFS,Not Studied,nogo
147,146,2,6,19,18,Not Studied,Binocular,go
107,64,2,6,22,17,CFS,Not Studied,go
25,85,2,6,21,16,Binocular,Binocular,go
110,102,2,6,23,19,Not Studied,CFS,go
177,179,2,6,24,24,Binocular,CFS,nogo
16,13,2,6,18,20,CFS,Binocular,nogo
155,141,2,6,17,23,Binocular,Binocular,go
81,96,2,6,16,21,Not Studied,Not Studied,go
161,163,2,6,14,13,Not Studied,CFS,go
45,165,2,6,20,14,Binocular,Not Studied,go
69,30,2,6,13,15,CFS,CFS,go
121,61,3,6,36,25,CFS,CFS,go
95,66,3,6,35,36,Not Studied,CFS,nogo
174,131,3,6,27,28,CFS,Binocular,go
117,135,3,6,28,31,Binocular,CFS,go
122,32,3,6,33,33,Not Studied,Not Studied,go
113,76,3,6,29,34,Binocular,Not Studied,nogo
97,151,3,6,25,27,CFS,CFS,go
111,125,3,6,26,30,Binocular,Binocular,go
163,161,3,6,30,35,Not Studied,Binocular,go
78,98,3,6,32,32,Not Studied,Binocular,nogo
52,26,3,6,34,26,Binocular,Not Studied,go
11,103,3,6,31,29,CFS,Not Studied,go
133,192,4,6,41,41,CFS,Not Studied,go
157,33,4,6,37,37,Not Studied,CFS,go
59,79,4,6,43,43,CFS,CFS,go
154,176,4,6,44,48,Binocular,CFS,nogo
89,72,4,6,38,47,Not Studied,Binocular,go
119,7,4,6,40,44,Binocular,Binocular,nogo
125,111,4,6,39,46,CFS,Not Studied,nogo
139,14,4,6,42,40,Binocular,Binocular,go
64,107,4,6,48,42,Not Studied,Binocular,go
43,44,4,6,45,38,Not Studied,Not Studied,go
26,52,4,6,46,45,Binocular,Not Studied,go
62,123,4,6,47,39,CFS,CFS,go
185,183,5,6,57,51,CFS,CFS,go
72,89,5,6,55,56,Not Studied,Binocular,nogo
170,172,5,6,52,49,CFS,CFS,go
151,97,5,6,60,59,Binocular,Binocular,go
124,100,5,6,53,53,Not Studied,Not Studied,go
20,71,5,6,58,50,Binocular,Not Studied,go
71,20,5,6,54,54,CFS,Binocular,go
86,29,5,6,51,55,Binocular,CFS,go
98,78,5,6,50,52,Not Studied,Binocular,go
159,162,5,6,59,57,Not Studied,Not Studied,go
144,140,5,6,56,58,Binocular,Not Studied,nogo
181,184,5,6,49,60,CFS,CFS,nogo
13,16,6,6,65,65,CFS,Not Studied,go
103,11,6,6,66,63,Not Studied,CFS,go
129,166,6,6,69,61,CFS,CFS,go
140,144,6,6,72,70,Binocular,Not Studied,nogo
150,156,6,6,68,67,Not Studied,CFS,go
128,143,6,6,70,69,Binocular,Not Studied,go
90,57,6,6,61,66,CFS,Binocular,go
162,159,6,6,62,64,Binocular,Binocular,go
123,62,6,6,71,68,Not Studied,Binocular,nogo
7,119,6,6,63,62,Not Studied,Not Studied,go
73,68,6,6,67,71,Binocular,Binocular,go
165,45,6,6,64,72,CFS,CFS,nogo
80,50,7,6,83,82,CFS,Not Studied,nogo
44,43,7,6,73,79,Not Studied,CFS,go
31,47,7,6,80,81,CFS,Not Studied,go
37,112,7,6,75,74,Binocular,Not Studied,go
79,59,7,6,74,78,Not Studied,Binocular,go
166,129,7,6,81,76,Binocular,Binocular,go
58,74,7,6,82,84,CFS,CFS,nogo
99,56,7,6,84,80,Binocular,Binocular,nogo
47,31,7,6,77,75,Not Studied,CFS,go
74,58,7,6,78,77,Not Studied,Not Studied,go
40,88,7,6,79,73,Binocular,CFS,go
167,126,7,6,76,83,CFS,Binocular,go
96,81,8,6,89,87,CFS,CFS,go
137,28,8,6,91,92,Not Studied,Binocular,nogo
76,113,8,6,86,94,CFS,Not Studied,nogo
135,117,8,6,94,95,Binocular,Binocular,go
39,18,8,6,90,91,Not Studied,CFS,go
66,95,8,6,95,90,Binocular,Binocular,go
145,15,8,6,85,88,CFS,Binocular,go
29,86,8,6,88,89,Binocular,Not Studied,go
156,150,8,6,93,86,Not Studied,Not Studied,go
68,73,8,6,92,93,Not Studied,Not Studied,go
23,53,8,6,87,96,Binocular,CFS,nogo
115,118,8,6,96,85,CFS,CFS,go
2,187,9,6,106,108,CFS,CFS,nogo
57,90,9,6,103,99,Not Studied,CFS,go
179,177,9,6,108,104,CFS,Binocular,nogo
126,167,9,6,99,98,Binocular,Not Studied,go
112,37,9,6,104,106,Not Studied,Not Studied,nogo
33,157,9,6,100,103,Binocular,CFS,go
100,124,9,6,102,100,CFS,Binocular,go
3,6,9,6,101,105,Binocular,Not Studied,go
176,154,9,6,98,97,Not Studied,CFS,go
6,3,9,6,97,107,Not Studied,Binocular,go
28,137,9,6,105,102,Binocular,Binocular,go
131,174,9,6,107,101,CFS,Not Studied,go
118,115,10,6,119,117,CFS,Not Studied,go
34,4,10,6,116,111,Not Studied,CFS,go
146,147,10,6,117,113,CFS,Not Studied,go
60,191,10,6,113,120,Binocular,CFS,nogo
19,189,10,6,118,119,Not Studied,Binocular,go
14,139,10,6,111,114,Binocular,Binocular,go
102,110,10,6,120,112,CFS,Binocular,go
30,69,10,6,110,115,Binocular,CFS,go
88,40,10,6,112,109,Not Studied,CFS,go
15,145,10,6,115,116,Not Studied,Binocular,nogo
18,39,10,6,109,118,Binocular,Not Studied,nogo
183,185,10,6,114,110,CFS,Not Studied,go
153,8,1,7,10,12,Not Studied,Not Studied,go
50,80,1,7,2,8,Binocular,CFS,go
61,121,1,7,7,7,Not Studied,Not Studied,go
32,122,1,7,9,3,CFS,Not Studied,nogo
53,23,1,7,1,2,Binocular,Binocular,go
143,128,1,7,11,10,CFS,Binocular,go
141,155,1,7,8,6,Not Studied,CFS,go
184,181,1,7,12,1,CFS,Not Studied,go
172,170,1,7,6,9,Binocular,Binocular,nogo
56,99,1,7,5,4,Binocular,CFS,nogo
8,153,1,7,4,5,CFS,Binocular,go
85,25,1,7,3,11,Not Studied,CFS,go
4,34,2,7,23,23,Not Studied,CFS,go
147,146,2,7,16,16,Binocular,CFS,nogo
107,64,2,7,15,21,Not Studied,Binocular,nogo
25,85,2,7,17,14,CFS,Binocular,go
110,102,2,7,24,22,Binocular,Binocular,go
177,179,2,7,14,18,CFS,CFS,go
16,13,2,7,20,17,Not Studied,Binocular,go
155,141,2,7,13,13,CFS,Not Studied,go
81,96,2,7,22,24,Binocular,Not Studied,go
161,163,2,7,21,20,Binocular,CFS,go
45,165,2,7,18,19,CFS,Not Studied,go
69,30,2,7,19,15,Not Studied,Not Studied,nogo
121,61,3,7,33,31,Not Studied,Not Studied,go
95,66,3,7,26,32,Binocular,CFS,go
174,131,3,7,27,27,Not Studied,Not Studied,nogo
117,135,3,7,28,26,CFS,Binocular,go
122,32,3,7,32,35,Binocular,CFS,go
113,76,3,7,35,34,CFS,Binocular,go
97,151,3,7,25,28,Not Studied,CFS,nogo
111,125,3,7,30,30,CFS,CFS,go
163,161,3,7,34,25,Binocular,Not Studied,go
78,98,3,7,29,36,Binocular,Not Studied,go
52,26,3,7,31,33,CFS,Binocular,nogo
11,103,3,7,36,29,Not Studied,Binocular,go
133,192,4,7,39,44,Not Studied,CFS,go
157,33,4,7,43,48,Binocular,Not Studied,go
59,79,4,7,38,47,Not Studied,CFS,go
154,176,4,7,44,41,CFS,Binocular,go
89,72,4,7,45,37,Binocular,Not Studied,go
119,7,4,7,48,46,CFS,Binocular,go
125,111,4,7,40,38,Not Studied,Binocular,go
139,14,4,7,46,45,CFS,Binocular,nogo
64,107,4,7,47,42,Binocular,CFS,go
43,44,4,7,41,39,Binocular,Not Studied,nogo
26,52,4,7,37,40,CFS,CFS,nogo
62,123,4,7,42,43,Not Studied,Not Studied,go
185,183,5,7,53,51,Not Studied,Not Studied,nogo
72,89,5,7,52,53,Binocular,Binocular,go
170,172,5,7,58,60,Not Studied,Not Studied,go
151,97,5,7,59,56,CFS,CFS,go
124,100,5,7,55,58,Binocular,Binocular,go
20,71,5,7,60,57,CFS,Binocular,nogo
71,20,5,7,50,49,Not Studied,Not Studied,go
86,29,5,7,51,52,CFS,CFS,nogo
98,78,5,7,56,55,Binocular,Not Studied,go
159,162,5,7,49,59,Binocular,CFS,go
144,140,5,7,57,54,CFS,CFS,go
181,184,5,7,54,50,Not Studied,Binocular,go
13,16,6,7,71,67,Not Studied,Not Studied,go
103,11,6,7,69,61,Binocular,Not Studied,go
129,166,6,7,67,71,Not Studied,CFS,go
140,144,6,7,64,64,CFS,CFS,nogo
150,156,6,7,63,65,Binocular,Binocular,go
128,143,6,7,66,72,CFS,Not Studied,go
90,57,6,7,62,70,Not Studied,Binocular,go
162,159,6,7,65,62,CFS,Binocular,go
123,62,6,7,68,66,Binocular,CFS,go
7,119,6,7,72,69,Binocular,Binocular,nogo
73,68,6,7,70,63,CFS,Not Studied,nogo
165,45,6,7,61,68,Not Studied,CFS,go
80,50,7,7,77,81,Not Studied,Binocular,nogo
44,43,7,7,80,82,Binocular,Binocular,go
31,47,7,7,74,78,Not Studied,CFS,go
37,112,7,7,75,80,CFS,CFS,go
79,59,7,7,78,73,Binocular,Not Studied,go
166,129,7,7,84,84,CFS,Not Studied,go
58,74,7,7,76,77,Not Studied,Binocular,go
99,56,7,7,79,83,CFS,CFS,go
47,31,7,7,73,75,Binocular,Not Studied,nogo
74,58,7,7,81,79,Binocular,Not Studied,go
40,88,7,7,83,76,CFS,CFS,nogo
167,126,7,7,82,74,Not Studied,Binocular,go
96,81,8,7,92,91,Not Studied,Not Studied,go
137,28,8,7,91,90,Binocular,CFS,go
76,113,8,7,87,92,Not Studied,CFS,go
135,117,8,7,93,94,CFS,Binocular,go
39,18,8,7,85,88,Binocular,CFS,nogo
66,95,8,7,90,96,CFS,Not Studied,go
145,15,8,7,89,93,Not Studied,Binocular,nogo
29,86,8,7,96,85,CFS,Not Studied,go
156,150,8,7,86,95,Binocular,CFS,go
68,73,8,7,94,87,Binocular,Not Studied,nogo
23,53,8,7,95,89,CFS,Binocular,go
115,118,8,7,88,86,Not Studied,Binocular,go
2,187,9,7,106,100,Not Studied,CFS,nogo
57,90,9,7,103,102,Binocular,CFS,go
179,177,9,7,98,107,Not Studied,CFS,go
126,167,9,7,104,104,CFS,CFS,go
112,37,9,7,101,108,Binocular,Not Studied,go
33,157,9,7,105,105,CFS,Binocular,nogo
100,124,9,7,108,97,Not Studied,Not Studied,go
3,6,9,7,99,103,CFS,Not Studied,go
176,154,9,7,97,98,Binocular,Binocular,go
6,3,9,7,107,106,Binocular,Binocular,go
28,137,9,7,100,99,CFS,Not Studied,nogo
131,174,9,7,102,101,Not Studied,Binocular,go
118,115,10,7,117,115,Not Studied,Not Studied,go
34,4,10,7,116,110,Binocular,Binocular,go
146,147,10,7,118,109,Not Studied,Not Studied,go
60,191,10,7,113,111,CFS,Not Studied,nogo
19,189,10,7,114,120,Binocular,Not Studied,go
14,139,10,7,119,114,CFS,CFS,go
102,110,10,7,109,117,Not Studied,Binocular,nogo
30,69,10,7,115,113,CFS,Binocular,go
88,40,10,7,112,119,Binocular,CFS,go
15,145,10,7,110,118,Binocular,Binocular,go
18,39,10,7,111,112,CFS,CFS,nogo
183,185,10,7,120,116,Not Studied,CFS,go
153,8,1,8,7,9,Binocular,CFS,go
50,80,1,8,11,7,CFS,Binocular,nogo
61,121,1,8,6,8,Binocular,Not Studied,go
32,122,1,8,3,12,Not Studied,Binocular,go
53,23,1,8,8,1,CFS,Binocular,go
143,128,1,8,10,10,Not Studied,CFS,go
141,155,1,8,12,2,Binocular,CFS,go
184,181,1,8,2,5,Not Studied,CFS,nogo
172,170,1,8,4,3,CFS,Binocular,go
56,99,1,8,1,4,CFS,Not Studied,go
8,153,1,8,5,6,Not Studied,Not Studied,go
85,25,1,8,9,11,Binocular,Not Studied,nogo
4,34,2,8,24,24,Binocular,Binocular,go
147,146,2,8,21,17,CFS,CFS,nogo
107,64,2,8,17,18,Binocular,Not Studied,go
25,85,2,8,19,20,Not Studied,Not Studied,go
110,102,2,8,18,19,CFS,Binocular,nogo
177,179,2,8,16,23,Not Studied,Not Studied,nogo
16,13,2,8,20,14,Binocular,CFS,go
155,141,2,8,15,13,Not Studied,Binocular,go
81,96,2,8,14,22,CFS,CFS,go
161,163,2,8,23,15,CFS,Binocular,go
45,165,2,8,22,16,Not Studied,Not Studied,go
69,30,2,8,13,21,Binocular,CFS,go
121,61,3,8,29,35,Binocular,Not Studied,nogo
95,66,3,8,25,26,CFS,CFS,go
174,131,3,8,35,33,Binocular,CFS,go
117,135,3,8,36,28,Not Studied,Not Studied,go
122,32,3,8,28,27,CFS,Binocular,go
113,76,3,8,26,34,Not Studied,CFS,go
97,151,3,8,31,29,Binocular,CFS,nogo
111,125,3,8,34,25,Not Studied,Binocular,go
163,161,3,8,33,31,CFS,Binocular,nogo
78,98,3,8,27,36,CFS,Binocular,go
52,26,3,8,30,32,Not Studied,Not Studied,go
11,103,3,8,32,30,Binocular,Not Studied,go
133,192,4,8,37,42,Binocular,Not Studied,go
157,33,4,8,44,47,CFS,Not Studied,nogo
59,79,4,8,45,44,Binocular,Not Studied,go
154,176,4,8,39,45,Not Studied,CFS,go
89,72,4,8,48,46,CFS,CFS,go
119,7,4,8,43,41,Not Studied,CFS,nogo
125,111,4,8,46,43,Binocular,Binocular,nogo
139,14,4,8,38,37,Not Studied,Binocular,go
64,107,4,8,47,48,CFS,Binocular,go
43,44,4,8,40,38,CFS,CFS,go
26,52,4,8,41,40,Not Studied,Not Studied,go
62,123,4,8,42,39,Binocular,Binocular,go
185,183,5,8,52,51,Binocular,Binocular,go
72,89,5,8,58,58,CFS,CFS,go
170,172,5,8,57,56,Binocular,Not Studied,go
151,97,5,8,55,50,Not Studied,CFS,go
124,100,5,8,49,57,CFS,CFS,go
20,71,5,8,54,53,Not Studied,CFS,nogo
71,20,5,8,60,59,Binocular,Not Studied,nogo
86,29,5,8,59,49,Not Studied,Binocular,go
98,78,5,8,50,60,CFS,Binocular,go
159,162,5,8,53,52,CFS,Not Studied,go
144,140,5,8,56,55,Not Studied,Binocular,nogo
181,184,5,8,51,54,Binocular,Not Studied,go
13,16,6,8,67,64,Binocular,Not Studied,go
103,11,6,8,69,62,CFS,CFS,go
129,166,6,8,65,72,Binocular,Binocular,go
140,144,6,8,66,71,Not Studied,Not Studied,nogo
150,156,6,8,61,68,CFS,Not Studied,go
128,143,6,8,70,65,Not Studied,CFS,nogo
90,57,6,8,72,66,Binocular,Not Studied,go
162,159,6,8,68,69,Not Studied,CFS,go
123,62,6,8,62,61,CFS,Binocular,go
7,119,6,8,71,67,CFS,Binocular,nogo
73,68,6,8,64,63,Not Studied,Binocular,go
165,45,6,8,63,70,Binocular,CFS,go
80,50,7,8,80,77,Binocular,CFS,nogo
44,43,7,8,77,79,CFS,Binocular,nogo
31,47,7,8,84,81,Binocular,CFS,go
37,112,7,8,74,73,Not Studied,Binocular,go
79,59,7,8,83,75,CFS,Binocular,go
166,129,7,8,73,74,Not Studied,CFS,go
58,74,7,8,75,84,Binocular,Binocular,go
99,56,7,8,78,82,Not Studied,CFS,go
47,31,7,8,81,78,CFS,Not Studied,go
74,58,7,8,79,80,CFS,Not Studied,go
40,88,7,8,76,76,Not Studied,Not Studied,go
167,126,7,8,82,83,Binocular,Not Studied,nogo
96,81,8,8,93,95,Binocular,Not Studied,nogo
137,28,8,8,89,85,CFS,Binocular,go
76,113,8,8,91,86,Binocular,CFS,go
135,117,8,8,92,89,Not Studied,CFS,nogo
39,18,8,8,87,88,CFS,Not Studied,go
66,95,8,8,95,87,Not Studied,Binocular,go
145,15,8,8,85,93,Binocular,CFS,go
29,86,8,8,96,96,Not Studied,Binocular,go
156,150,8,8,90,91,CFS,Binocular,nogo
68,73,8,8,94,90,CFS,Not Studied,go
23,53,8,8,88,94,Not Studied,CFS,go
115,118,8,8,86,92,Binocular,Not Studied,go
2,187,9,8,98,105,Binocular,CFS,go
57,90,9,8,104,98,CFS,CFS,go
179,177,9,8,105,106,Binocular,CFS,go
126,167,9,8,100,104,Not Studied,Not Studied,go
112,37,9,8,106,102,CFS,Not Studied,go
33,157,9,8,102,107,Not Studied,Not Studied,nogo
100,124,9,8,101,100,Binocular,Not Studied,go
3,6,9,8,97,103,Not Studied,Binocular,nogo
176,154,9,8,103,97,CFS,Binocular,go
6,3,9,8,108,101,CFS,CFS,nogo
28,137,9,8,107,108,Not Studied,Binocular,go
131,174,9,8,99,99,Binocular,Binocular,go
118,115,10,8,113,114,Binocular,Not Studied,go
34,4,10,8,116,117,CFS,CFS,go
146,147,10,8,119,109,Binocular,Binocular,go
60,191,10,8,118,119,Not Studied,Not Studied,nogo
19,189,10,8,115,110,CFS,CFS,go
14,139,10,8,110,118,Not Studied,CFS,go
102,110,10,8,111,120,Binocular,Binocular,go
30,69,10,8,120,112,Not Studied,Not Studied,go
88,40,10,8,117,116,CFS,Not Studied,go
15,145,10,8,112,115,CFS,Binocular,nogo
18,39,10,8,114,111,Not Studied,Binocular,go
183,185,10,8,109,113,Binocular,CFS,nogo
153,8,1,9,2,12,CFS,CFS,go
50,80,1,9,5,3,Not Studied,CFS,go
61,121,1,9,11,8,CFS,Binocular,go
32,122,1,9,12,6,Binocular,Binocular,nogo
53,23,1,9,6,2,Not Studied,Not Studied,nogo
143,128,1,9,7,10,Binocular,Not Studied,go
141,155,1,9,8,7,CFS,CFS,go
184,181,1,9,9,1,Binocular,CFS,nogo
172,170,1,9,10,5,Not Studied,Not Studied,go
56,99,1,9,1,4,Not Studied,Binocular,go
8,153,1,9,3,9,Binocular,Not Studied,go
85,25,1,9,4,11,CFS,Binocular,go
4,34,2,9,20,20,CFS,Binocular,go
147,146,2,9,23,24,Not Studied,CFS,go
107,64,2,9,16,18,CFS,Binocular,nogo
25,85,2,9,21,22,Binocular,Not Studied,go
110,102,2,9,22,21,Not Studied,Not Studied,go
177,179,2,9,14,15,Binocular,CFS,go
16,13,2,9,18,14,CFS,Not Studied,nogo
155,141,2,9,17,16,Binocular,Binocular,go
81,96,2,9,15,17,Not Studied,Not Studied,go
161,163,2,9,24,13,Not Studied,CFS,nogo
45,165,2,9,13,19,Binocular,CFS,go
69,30,2,9,19,23,CFS,Binocular,go
121,61,3,9,28,29,CFS,Not Studied,go
95,66,3,9,33,33,Not Studied,Not Studied,go
174,131,3,9,30,31,CFS,CFS,go
117,135,3,9,34,34,Binocular,Not Studied,go
122,32,3,9,36,25,Not Studied,CFS,nogo
113,76,3,9,26,26,Binocular,Not Studied,nogo
97,151,3,9,31,27,CFS,CFS,go
111,125,3,9,35,32,Binocular,Binocular,go
163,161,3,9,29,35,Not Studied,Binocular,go
78,98,3,9,27,30,Not Studied,Binocular,nogo
52,26,3,9,32,28,Binocular,Binocular,go
11,103,3,9,25,36,CFS,CFS,go
133,192,4,9,39,39,CFS,CFS,go
157,33,4,9,40,47,Not Studied,Binocular,go
59,79,4,9,42,38,CFS,Not Studied,nogo
154,176,4,9,47,48,Binocular,CFS,go
89,72,4,9,48,43,Not Studied,CFS,go
119,7,4,9,45,37,Binocular,CFS,nogo
125,111,4,9,41,45,CFS,Not Studied,go
139,14,4,9,37,40,Binocular,Binocular,go
64,107,4,9,46,42,Not Studied,Binocular,nogo
43,44,4,9,44,41,Not Studied,Not Studied,go
26,52,4,9,43,44,Binocular,Binocular,go
62,123,4,9,38,46,CFS,Not Studied,go
185,183,5,9,56,53,CFS,Not Studied,go
72,89,5,9,57,57,Not Studied,Not Studied,go
170,172,5,9,59,56,CFS,Binocular,go
151,97,5,9,53,52,Binocular,Binocular,go
124,100,5,9,50,58,Not Studied,Not Studied,go
20,71,5,9,54,49,Binocular,CFS,nogo
71,20,5,9,60,51,CFS,CFS,go
86,29,5,9,52,55,Binocular,CFS,go
98,78,5,9,55,60,Not Studied,CFS,go
159,162,5,9,51,59,Not Studied,Binocular,go
144,140,5,9,49,54,Binocular,Binocular,nogo
181,184,5,9,58,50,CFS,Not Studied,nogo
13,16,6,9,65,69,CFS,Not Studied,go
103,11,6,9,64,63,Not Studied,CFS,go
129,166,6,9,72,66,CFS,Binocular,nogo
140,144,6,9,71,67,Binocular,CFS,go
150,156,6,9,67,68,Not Studied,Binocular,go
128,143,6,9,66,61,Binocular,CFS,nogo
90,57,6,9,63,62,CFS,Not Studied,nogo
162,159,6,9,70,70,Binocular,Not Studied,go
123,62,6,9,69,64,Not Studied,Binocular,go
7,119,6,9,61,65,Not Studied,Not Studied,go
73,68,6,9,68,71,Binocular,Binocular,go
165,45,6,9,62,72,CFS,CFS,go
80,50,7,9,75,81,CFS,Not Studied,go
44,43,7,9,78,77,Not Studied,Not Studied,go
31,47,7,9,82,76,CFS,Binocular,go
37,112,7,9,84,79,Binocular,CFS,go
79,59,7,9,81,78,Not Studied,Binocular,nogo
166,129,7,9,83,74,Binocular,Not Studied,nogo
58,74,7,9,80,80,CFS,Binocular,go
99,56,7,9,77,75,Binocular,CFS,go
47,31,7,9,74,83,Not Studied,Binocular,go
74,58,7,9,76,73,Not Studied,CFS,nogo
40,88,7,9,79,82,Binocular,Not Studied,go
167,126,7,9,73,84,CFS,CFS,go
96,81,8,9,86,91,CFS,CFS,go
137,28,8,9,94,96,Not Studied,CFS,go
76,113,8,9,87,89,CFS,Not Studied,go
135,117,8,9,88,95,Binocular,Binocular,go
39,18,8,9,90,92,Not Studied,Binocular,go
66,95,8,9,92,94,Binocular,Not Studied,go
145,15,8,9,85,85,CFS,CFS,nogo
29,86,8,9,91,88,Binocular,Binocular,go
156,150,8,9,93,86,Not Studied,Not Studied,nogo
68,73,8,9,96,87,Not Studied,CFS,go
23,53,8,9,89,93,Binocular,Not Studied,go
115,118,8,9,95,90,CFS,Binocular,nogo
2,187,9,9,106,105,CFS,Not Studied,go
57,90,9,9,97,107,Not Studied,Binocular,go
179,177,9,9,101,98,CFS,Not Studied,nogo
126,167,9,9,99,99,Binocular,CFS,go
112,37,9,9,108,101,Not Studied,Not Studied,go
33,157,9,9,105,106,Binocular,Not Studied,go
100,124,9,9,98,103,CFS,CFS,go
3,6,9,9,107,102,Binocular,Binocular,nogo
176,154,9,9,102,104,Not Studied,Binocular,go
6,3,9,9,104,108,Not Studied,CFS,go
28,137,9,9,103,100,Binocular,Binocular,go
131,174,9,9,100,97,CFS,CFS,nogo
118,115,10,9,116,116,CFS,Binocular,go
34,4,10,9,109,114,Not Studied,Binocular,nogo
146,147,10,9,117,115,CFS,CFS,go
60,191,10,9,111,119,Binocular,Binocular,go
19,189,10,9,118,111,Not Studied,CFS,go
14,139,10,9,110,109,Binocular,CFS,nogo
102,110,10,9,112,112,CFS,Binocular,go
30,69,10,9,114,118,Binocular,Not Studied,go
88,40,10,9,120,117,Not Studied,Not Studied,go
15,145,10,9,113,120,Not Studied,CFS,go
18,39,10,9,115,110,Binocular,Not Studied,nogo
183,185,10,9,119,113,CFS,Not Studied,go
153,8,1,10,3,11,Not Studied,CFS,go
50,80,1,10,2,2,Binocular,Binocular,go
61,121,1,10,6,9,Not Studied,Binocular,go
32,122,1,10,9,8,CFS,CFS,nogo
53,23,1,10,4,4,Binocular,CFS,go
143,128,1,10,7,6,CFS,CFS,go
141,155,1,10,8,1,Not Studied,Not Studied,go
184,181,1,10,1,12,CFS,Not Studied,nogo
172,170,1,10,11,3,Binocular,Not Studied,go
56,99,1,10,12,7,Binocular,Not Studied,go
8,153,1,10,5,5,CFS,Binocular,go
85,25,1,10,10,10,Not Studied,Binocular,nogo
4,34,2,10,19,19,Not Studied,Not Studied,go
147,146,2,10,17,23,Binocular,CFS,go
107,64,2,10,22,24,Not Studied,Not Studied,nogo
25,85,2,10,18,21,CFS,Binocular,go
110,102,2,10,15,20,Binocular,CFS,nogo
177,179,2,10,23,15,CFS,Not Studied,go
16,13,2,10,14,17,Not Studied,Binocular,go
155,141,2,10,13,14,CFS,Binocular,go
81,96,2,10,24,18,Binocular,CFS,go
161,163,2,10,16,13,Binocular,Not Studied,go
45,165,2,10,20,22,CFS,Binocular,nogo
69,30,2,10,21,16,Not Studied,CFS,go
121,61,3,10,35,31,Not Studied,Not Studied,go
95,66,3,10,29,29,Binocular,Binocular,go
174,131,3,10,25,27,Not Studied,Not Studied,go
117,135,3,10,33,34,CFS,Binocular,nogo
122,32,3,10,28,25,Binocular,Not Studied,go
113,76,3,10,36,30,CFS,CFS,go
97,151,3,10,27,36,Not Studied,Not Studied,nogo
111,125,3,10,32,35,CFS,CFS,go
163,161,3,10,30,33,Binocular,Binocular,go
78,98,3,10,26,26,Binocular,Binocular,go
52,26,3,10,31,32,CFS,CFS,nogo
11,103,3,10,34,28,Not Studied,CFS,go
133,192,4,10,41,46,Not Studied,Binocular,nogo
157,33,4,10,44,43,Binocular,Not Studied,go
59,79,4,10,39,41,Not Studied,Binocular,go
154,176,4,10,38,40,CFS,CFS,go
89,72,4,10,42,47,Binocular,CFS,go
119,7,4,10,47,45,CFS,Binocular,go
125,111,4,10,43,42,Not Studied,CFS,go
139,14,4,10,45,38,CFS,Binocular,go
64,107,4,10,48,48,Binocular,Not Studied,nogo
43,44,4,10,46,37,Binocular,Not Studied,go
26,52,4,10,40,39,CFS,Not Studied,go
62,123,4,10,37,44,Not Studied,CFS,nogo
185,183,5,10,52,59,Not Studied,CFS,go
72,89,5,10,50,50,Binocular,Binocular,go
170,172,5,10,57,55,Not Studied,Not Studied,go
151,97,5,10,56,54,CFS,CFS,go
124,100,5,10,60,53,Binocular,Binocular,go
20,71,5,10,53,49,CFS,Not Studied,go
71,20,5,10,51,57,Not Studied,Binocular,go
86,29,5,10,58,56,CFS,CFS,nogo
98,78,5,10,49,52,Binocular,CFS,go
